review_id,order_id,product_id,customer_id,score,comment,created_at
REV-000179,ORD-000358,PROD-053,CUST-0240,3,Decent product but room for improvement.,2023-08-09T18:57:00.434924857
REV-000180,ORD-000359,PROD-085,CUST-0204,5,Five stars — nothing to complain about.,2023-08-30T18:31:28.797020563
REV-000181,ORD-000360,PROD-033,CUST-0102,4,Happy with the purchase overall.,2024-12-14T13:23:31.680496223
REV-000182,ORD-000362,PROD-009,CUST-0118,4,"Solid product, minor packaging issue.",2023-11-27T08:20:12.541218259
REV-000183,ORD-000363,PROD-006,CUST-0143,4,"Good quality, works as described.",2023-03-15T21:41:34.897141003
REV-000184,ORD-000364,PROD-006,CUST-0180,5,Five stars — nothing to complain about.,2024-01-16T01:47:31.014674709
REV-000185,ORD-000369,PROD-029,CUST-0249,5,Absolutely love it! Fast shipping too.,2025-04-26T16:49:55.221711648
REV-000186,ORD-000370,PROD-027,CUST-0276,5,Five stars — nothing to complain about.,2024-10-11T07:01:44.881594020
REV-000187,ORD-000371,PROD-084,CUST-0149,5,Exceeded my expectations. Will buy again.,2024-03-14T18:11:42.377738617
REV-000188,ORD-000373,PROD-070,CUST-0119,4,"Solid product, minor packaging issue.",2024-01-09T17:47:19.830376453
REV-000189,ORD-000374,PROD-022,CUST-0108,5,Perfect quality for the price.,2024-11-14T00:20:18.299138306
REV-000190,ORD-000378,PROD-090,CUST-0123,5,Perfect quality for the price.,2023-01-31T06:37:49.490622147
REV-000191,ORD-000379,PROD-062,CUST-0214,5,Five stars — nothing to complain about.,2023-05-04T17:54:03.026744594
REV-000192,ORD-000380,PROD-043,CUST-0279,4,Great value for money.,2024-05-03T01:32:41.071520509
REV-000193,ORD-000381,PROD-032,CUST-0135,4,"Solid product, minor packaging issue.",2023-03-19T12:11:40.841476100
REV-000194,ORD-000385,PROD-065,CUST-0277,4,Would recommend to others.,2025-01-13T03:58:10.722451538
REV-000195,ORD-000386,PROD-099,CUST-0088,4,Happy with the purchase overall.,2023-07-11T01:19:03.446815778
REV-000196,ORD-000388,PROD-007,CUST-0027,5,Perfect quality for the price.,2023-03-16T01:54:23.642684272
REV-000197,ORD-000390,PROD-015,CUST-0012,1,Do not recommend at all.,2024-07-29T23:48:08.209482673
REV-000198,ORD-000397,PROD-002,CUST-0024,5,Perfect quality for the price.,2025-03-03T17:47:37.293553373
REV-000199,ORD-000398,PROD-091,CUST-0226,3,Decent product but room for improvement.,2023-07-14T07:10:29.712308650
REV-000200,ORD-000399,PROD-087,CUST-0273,4,Happy with the purchase overall.,2023-05-06T10:06:17.560106203
REV-000201,ORD-000400,PROD-069,CUST-0075,5,Exceeded my expectations. Will buy again.,2023-09-30T08:23:10.700950087
REV-000202,ORD-000401,PROD-027,CUST-0187,5,Five stars — nothing to complain about.,2024-02-27T12:55:59.161034174
REV-000203,ORD-000403,PROD-090,CUST-0203,4,Great value for money.,2024-05-26T13:07:45.553039503
REV-000204,ORD-000404,PROD-073,CUST-0226,2,Not quite as described.,2024-02-06T15:12:12.647336657
REV-000205,ORD-000408,PROD-065,CUST-0289,4,Great value for money.,2024-03-08T10:59:24.810263994
REV-000206,ORD-000411,PROD-050,CUST-0222,5,Excellent product! Highly recommend.,2023-05-05T09:03:55.917767564
REV-000207,ORD-000414,PROD-053,CUST-0154,4,Would recommend to others.,2024-02-12T18:58:42.159582568
REV-000208,ORD-000416,PROD-027,CUST-0194,4,Great value for money.,2024-01-17T21:49:06.571453199
REV-000209,ORD-000417,PROD-018,CUST-0221,2,Had some issues but usable.,2024-10-11T11:43:34.676099934
REV-000210,ORD-000419,PROD-091,CUST-0051,4,Happy with the purchase overall.,2023-12-30T02:13:09.888847976
REV-000211,ORD-000422,PROD-030,CUST-0284,4,Happy with the purchase overall.,2024-03-30T17:21:15.651472958
REV-000212,ORD-000423,PROD-014,CUST-0255,5,Five stars — nothing to complain about.,2023-12-06T15:16:03.016479097
REV-000213,ORD-000424,PROD-032,CUST-0218,5,Excellent product! Highly recommend.,2023-09-30T02:31:15.149200268
REV-000214,ORD-000428,PROD-091,CUST-0097,5,Perfect quality for the price.,2023-07-29T03:22:11.319963680
REV-000215,ORD-000432,PROD-007,CUST-0012,5,Five stars — nothing to complain about.,2023-11-02T04:38:40.882012696
REV-000216,ORD-000435,PROD-027,CUST-0101,4,"Solid product, minor packaging issue.",2024-01-21T15:27:23.362486339
REV-000217,ORD-000442,PROD-034,CUST-0007,5,Five stars — nothing to complain about.,2025-01-23T10:33:14.927742935
REV-000218,ORD-000446,PROD-063,CUST-0179,5,Absolutely love it! Fast shipping too.,2025-03-30T11:56:34.658157975
REV-000219,ORD-000447,PROD-048,CUST-0046,4,Happy with the purchase overall.,2025-03-10T13:57:23.611727404
REV-000220,ORD-000449,PROD-064,CUST-0286,5,Perfect quality for the price.,2025-02-21T02:47:41.938773602
REV-000221,ORD-000451,PROD-034,CUST-0068,5,Exceeded my expectations. Will buy again.,2024-10-12T17:45:04.092131356
REV-000222,ORD-000454,PROD-001,CUST-0190,4,"Good quality, works as described.",2024-12-09T20:52:36.108104915
REV-000223,ORD-000455,PROD-048,CUST-0214,4,"Solid product, minor packaging issue.",2023-03-05T06:29:03.606630739
REV-000224,ORD-000456,PROD-060,CUST-0187,4,"Good quality, works as described.",2024-07-08T14:46:31.538568677
REV-000225,ORD-000457,PROD-026,CUST-0013,5,Absolutely love it! Fast shipping too.,2025-02-12T02:48:29.457338853
REV-000226,ORD-000459,PROD-049,CUST-0248,4,"Good quality, works as described.",2024-05-19T20:42:50.622306104
REV-000227,ORD-000460,PROD-085,CUST-0183,5,Excellent product! Highly recommend.,2025-04-07T21:11:29.458644723
REV-000228,ORD-000461,PROD-007,CUST-0278,4,"Good quality, works as described.",2024-04-10T15:55:27.985136099
REV-000229,ORD-000462,PROD-061,CUST-0262,3,Mixed feelings — pros and cons.,2024-11-13T12:13:24.851566357
REV-000230,ORD-000466,PROD-069,CUST-0192,4,"Good quality, works as described.",2024-06-14T11:37:52.614182794
REV-000231,ORD-000468,PROD-060,CUST-0056,5,Exceeded my expectations. Will buy again.,2025-01-31T09:14:39.273235451
REV-000232,ORD-000471,PROD-036,CUST-0053,3,"Okay for the price, not exceptional.",2023-12-10T17:50:45.153719371
REV-000233,ORD-000473,PROD-026,CUST-0065,4,Happy with the purchase overall.,2025-04-24T06:20:40.914899975
REV-000234,ORD-000475,PROD-087,CUST-0186,2,Expected better for this price.,2024-03-26T13:05:27.953869778
REV-000235,ORD-000476,PROD-089,CUST-0029,2,Not quite as described.,2024-09-16T02:12:37.071733642
REV-000236,ORD-000478,PROD-020,CUST-0258,4,Happy with the purchase overall.,2023-11-03T19:41:11.364610004
REV-000237,ORD-000479,PROD-070,CUST-0143,5,Perfect quality for the price.,2024-10-29T08:58:04.121457787
REV-000238,ORD-000481,PROD-003,CUST-0157,4,Great value for money.,2023-10-19T18:57:02.774682040
REV-000239,ORD-000482,PROD-024,CUST-0241,3,"Okay for the price, not exceptional.",2025-05-13T19:35:34.391119029
REV-000240,ORD-000483,PROD-019,CUST-0035,5,Five stars — nothing to complain about.,2023-11-24T12:32:00.349376904
REV-000241,ORD-000485,PROD-073,CUST-0207,5,Excellent product! Highly recommend.,2023-05-22T16:05:26.465244022
REV-000242,ORD-000486,PROD-088,CUST-0137,5,Excellent product! Highly recommend.,2023-05-25T19:00:29.066651063
REV-000243,ORD-000487,PROD-090,CUST-0125,4,"Solid product, minor packaging issue.",2024-05-14T00:47:25.115983453
REV-000244,ORD-000488,PROD-073,CUST-0128,5,Excellent product! Highly recommend.,2023-02-12T11:02:44.446888009
REV-000245,ORD-000489,PROD-027,CUST-0113,4,Happy with the purchase overall.,2023-11-14T02:12:34.178351906
REV-000246,ORD-000490,PROD-030,CUST-0124,5,Excellent product! Highly recommend.,2023-02-04T23:27:51.809093361
REV-000247,ORD-000493,PROD-062,CUST-0179,3,"Okay for the price, not exceptional.",2023-05-22T00:06:34.945692250
REV-000248,ORD-000494,PROD-016,CUST-0227,5,Absolutely love it! Fast shipping too.,2023-11-21T15:07:47.733687597
REV-000249,ORD-000496,PROD-071,CUST-0098,5,Excellent product! Highly recommend.,2023-01-23T03:36:57.925680078
REV-000250,ORD-000501,PROD-081,CUST-0101,4,Would recommend to others.,2023-03-28T13:02:10.421895736
REV-000251,ORD-000505,PROD-019,CUST-0016,5,Absolutely love it! Fast shipping too.,2024-10-29T14:45:02.925855200
REV-000252,ORD-000507,PROD-029,CUST-0128,4,"Good quality, works as described.",2023-01-27T17:29:37.333748375
REV-000253,ORD-000509,PROD-001,CUST-0152,4,Happy with the purchase overall.,2024-10-15T05:02:33.631195853
REV-000254,ORD-000512,PROD-014,CUST-0069,5,Exceeded my expectations. Will buy again.,2023-06-19T01:51:00.132021725
REV-000255,ORD-000514,PROD-034,CUST-0215,5,Perfect quality for the price.,2024-09-04T16:12:03.389181229
REV-000256,ORD-000519,PROD-012,CUST-0271,4,Happy with the purchase overall.,2024-01-16T00:48:26.695719047
REV-000257,ORD-000521,PROD-086,CUST-0072,5,Absolutely love it! Fast shipping too.,2024-08-27T14:38:48.221420656
REV-000258,ORD-000522,PROD-092,CUST-0090,5,Absolutely love it! Fast shipping too.,2024-12-24T22:44:49.919283182
REV-000259,ORD-000523,PROD-065,CUST-0182,5,Exceeded my expectations. Will buy again.,2023-05-27T01:45:39.485437911
REV-000260,ORD-000527,PROD-025,CUST-0005,3,"Okay for the price, not exceptional.",2023-03-27T02:39:04.288444944
REV-000261,ORD-000529,PROD-086,CUST-0073,4,"Good quality, works as described.",2023-10-30T14:37:05.975130855
REV-000262,ORD-000532,PROD-080,CUST-0103,5,Excellent product! Highly recommend.,2023-11-01T10:22:48.495178422
REV-000263,ORD-000535,PROD-058,CUST-0152,5,Excellent product! Highly recommend.,2024-12-25T06:41:49.188288310
REV-000264,ORD-000536,PROD-070,CUST-0010,4,Great value for money.,2024-11-16T00:09:24.275437863
REV-000265,ORD-000537,PROD-004,CUST-0254,2,Had some issues but usable.,2024-03-15T13:19:12.445857255
REV-000266,ORD-000540,PROD-065,CUST-0279,3,Meets basic expectations.,2025-06-17T01:59:39.897107317
REV-000267,ORD-000545,PROD-079,CUST-0013,5,Five stars — nothing to complain about.,2024-08-06T06:07:52.281003672
REV-000268,ORD-000546,PROD-036,CUST-0292,3,"Okay for the price, not exceptional.",2023-12-16T20:25:09.909944172
REV-000269,ORD-000548,PROD-068,CUST-0276,5,Five stars — nothing to complain about.,2024-01-20T18:46:19.090369343
REV-000270,ORD-000549,PROD-052,CUST-0151,4,Happy with the purchase overall.,2023-03-12T23:34:54.893940136
REV-000271,ORD-000552,PROD-046,CUST-0145,5,Absolutely love it! Fast shipping too.,2025-01-10T15:04:34.624530789
REV-000272,ORD-000556,PROD-065,CUST-0091,5,Absolutely love it! Fast shipping too.,2024-06-09T07:55:00.087523960
REV-000273,ORD-000559,PROD-045,CUST-0180,4,"Good quality, works as described.",2023-06-11T03:41:19.282926342
REV-000274,ORD-000560,PROD-060,CUST-0153,3,Mixed feelings — pros and cons.,2024-04-16T11:28:00.955103387
REV-000275,ORD-000562,PROD-007,CUST-0079,3,Mixed feelings — pros and cons.,2025-03-08T16:30:11.184332366
REV-000276,ORD-000563,PROD-063,CUST-0097,5,Perfect quality for the price.,2023-05-04T05:58:50.767115009
REV-000277,ORD-000568,PROD-057,CUST-0176,4,"Good quality, works as described.",2025-04-19T02:44:58.900443009
REV-000278,ORD-000569,PROD-015,CUST-0095,5,Perfect quality for the price.,2023-10-20T19:53:43.781058320
REV-000279,ORD-000572,PROD-080,CUST-0184,4,"Good quality, works as described.",2023-03-04T16:53:35.078982188
REV-000280,ORD-000573,PROD-069,CUST-0197,5,Five stars — nothing to complain about.,2023-04-22T13:42:14.089176426
REV-000281,ORD-000575,PROD-063,CUST-0225,2,Expected better for this price.,2024-01-12T19:23:33.839275064
REV-000282,ORD-000577,PROD-011,CUST-0162,5,Excellent product! Highly recommend.,2024-03-04T07:39:33.436294630
REV-000283,ORD-000579,PROD-017,CUST-0116,4,Great value for money.,2023-07-13T07:09:20.027773219
REV-000284,ORD-000586,PROD-066,CUST-0241,5,Perfect quality for the price.,2024-03-09T11:02:20.740299271
REV-000285,ORD-000589,PROD-082,CUST-0261,5,Exceeded my expectations. Will buy again.,2024-06-27T14:01:36.228443934
REV-000286,ORD-000590,PROD-079,CUST-0134,5,Perfect quality for the price.,2024-11-12T20:41:52.254822988
REV-000287,ORD-000591,PROD-068,CUST-0261,3,Meets basic expectations.,2023-02-12T19:32:05.875024948
REV-000288,ORD-000593,PROD-005,CUST-0195,5,Absolutely love it! Fast shipping too.,2024-03-09T01:25:15.472638488
REV-000289,ORD-000594,PROD-083,CUST-0270,5,Absolutely love it! Fast shipping too.,2023-11-06T18:52:55.878783569
REV-000290,ORD-000596,PROD-056,CUST-0214,4,"Solid product, minor packaging issue.",2024-11-19T16:30:26.927356996
REV-000291,ORD-000598,PROD-040,CUST-0177,2,Had some issues but usable.,2024-06-28T09:35:21.321282176
REV-000292,ORD-000599,PROD-091,CUST-0090,4,Would recommend to others.,2024-09-10T10:39:55.588873923
REV-000293,ORD-000603,PROD-026,CUST-0131,5,Absolutely love it! Fast shipping too.,2023-04-06T10:48:57.433477890
REV-000294,ORD-000605,PROD-032,CUST-0270,2,Would not buy again.,2024-07-18T22:49:54.462287537
REV-000295,ORD-000608,PROD-007,CUST-0031,4,Would recommend to others.,2024-11-24T00:46:37.161561195
REV-000296,ORD-000609,PROD-013,CUST-0276,4,Great value for money.,2025-02-10T15:03:57.313672390
REV-000297,ORD-000612,PROD-019,CUST-0037,5,Perfect quality for the price.,2023-07-13T15:22:22.908669843
REV-000298,ORD-000614,PROD-012,CUST-0094,3,"Okay for the price, not exceptional.",2025-01-06T08:56:15.517438489
REV-000299,ORD-000616,PROD-061,CUST-0250,4,"Solid product, minor packaging issue.",2023-12-19T03:01:41.196249376
REV-000300,ORD-000618,PROD-053,CUST-0156,5,Five stars — nothing to complain about.,2024-10-14T03:46:08.402843530
REV-000301,ORD-000620,PROD-039,CUST-0213,4,Happy with the purchase overall.,2025-02-02T21:20:19.950580896
REV-000302,ORD-000623,PROD-040,CUST-0128,4,"Good quality, works as described.",2023-09-30T09:28:26.911686117
REV-000303,ORD-000624,PROD-011,CUST-0009,5,Perfect quality for the price.,2024-04-01T10:32:51.432603798
REV-000304,ORD-000625,PROD-057,CUST-0046,4,Would recommend to others.,2024-05-23T20:07:11.800147607
REV-000305,ORD-000626,PROD-074,CUST-0088,3,Mixed feelings — pros and cons.,2024-03-15T11:00:29.814212513
REV-000306,ORD-000627,PROD-055,CUST-0200,5,Exceeded my expectations. Will buy again.,2025-03-30T12:57:45.219774301
REV-000307,ORD-000629,PROD-036,CUST-0157,3,Decent product but room for improvement.,2023-09-06T19:04:30.514841738
REV-000308,ORD-000632,PROD-077,CUST-0064,4,Great value for money.,2024-07-04T15:52:58.325509245
REV-000309,ORD-000634,PROD-027,CUST-0132,5,Perfect quality for the price.,2023-06-09T03:28:51.775718535
REV-000310,ORD-000636,PROD-094,CUST-0081,5,Five stars — nothing to complain about.,2023-02-15T01:12:59.818444457
REV-000311,ORD-000639,PROD-087,CUST-0179,5,Exceeded my expectations. Will buy again.,2023-07-08T07:20:02.305784089
REV-000312,ORD-000640,PROD-031,CUST-0119,4,Happy with the purchase overall.,2023-07-15T20:18:06.609869632
REV-000313,ORD-000644,PROD-072,CUST-0224,5,Perfect quality for the price.,2023-09-26T19:54:10.437312506
REV-000314,ORD-000651,PROD-061,CUST-0271,4,Happy with the purchase overall.,2025-04-16T11:33:15.986977033
REV-000315,ORD-000652,PROD-058,CUST-0017,1,"Terrible product, returning immediately.",2024-09-08T06:46:19.450932491
REV-000316,ORD-000653,PROD-044,CUST-0228,5,Exceeded my expectations. Will buy again.,2023-02-26T01:48:59.413864172
REV-000317,ORD-000655,PROD-043,CUST-0210,4,"Good quality, works as described.",2023-07-12T14:11:50.501416549
REV-000318,ORD-000656,PROD-021,CUST-0058,4,Great value for money.,2024-08-25T22:25:57.629888025
REV-000319,ORD-000657,PROD-014,CUST-0227,5,Perfect quality for the price.,2023-12-25T16:03:41.652424503
REV-000320,ORD-000658,PROD-045,CUST-0002,2,Had some issues but usable.,2023-07-21T21:07:23.656614792
REV-000321,ORD-000659,PROD-086,CUST-0145,4,Happy with the purchase overall.,2025-01-17T03:35:10.443538179
REV-000322,ORD-000661,PROD-067,CUST-0176,5,Excellent product! Highly recommend.,2023-11-19T21:39:15.321660
REV-000323,ORD-000665,PROD-062,CUST-0159,5,Perfect quality for the price.,2025-06-08T23:15:36.160103624
REV-000324,ORD-000666,PROD-063,CUST-0100,5,Five stars — nothing to complain about.,2023-04-10T09:16:11.726766261
REV-000325,ORD-000679,PROD-010,CUST-0266,4,Would recommend to others.,2024-08-15T03:45:54.323425997
REV-000326,ORD-000680,PROD-078,CUST-0193,1,Arrived damaged and unusable.,2023-07-21T19:04:29.625074736
REV-000327,ORD-000681,PROD-067,CUST-0150,5,Excellent product! Highly recommend.,2023-07-14T05:24:19.542266122
REV-000328,ORD-000685,PROD-064,CUST-0193,3,Average quality. Does the job.,2025-03-13T08:25:36.371968423
REV-000329,ORD-000689,PROD-013,CUST-0065,5,Excellent product! Highly recommend.,2023-11-08T23:02:51.736514403
REV-000330,ORD-000690,PROD-035,CUST-0243,4,Would recommend to others.,2023-12-11T09:39:40.609919875
REV-000331,ORD-000692,PROD-096,CUST-0015,5,Perfect quality for the price.,2025-03-12T15:15:38.464926593
REV-000332,ORD-000697,PROD-083,CUST-0153,5,Exceeded my expectations. Will buy again.,2023-10-31T21:07:52.212101108
REV-000333,ORD-000701,PROD-021,CUST-0089,4,Would recommend to others.,2024-05-08T05:46:14.356320680
REV-000334,ORD-000703,PROD-085,CUST-0086,4,Would recommend to others.,2024-05-24T04:25:39.145701428
REV-000335,ORD-000705,PROD-011,CUST-0010,5,Excellent product! Highly recommend.,2025-01-15T03:20:52.757709356
REV-000336,ORD-000706,PROD-024,CUST-0035,4,"Good quality, works as described.",2024-10-28T15:34:30.577880106
REV-000337,ORD-000708,PROD-045,CUST-0218,5,Exceeded my expectations. Will buy again.,2023-04-01T13:06:31.032789132
REV-000338,ORD-000711,PROD-068,CUST-0164,4,"Solid product, minor packaging issue.",2023-06-18T16:38:17.391815596
REV-000339,ORD-000714,PROD-016,CUST-0107,5,Five stars — nothing to complain about.,2023-04-03T06:00:17.647821689
REV-000340,ORD-000715,PROD-027,CUST-0002,5,Five stars — nothing to complain about.,2024-06-28T07:21:35.179883090
REV-000341,ORD-000716,PROD-099,CUST-0062,4,Happy with the purchase overall.,2023-06-04T21:40:33.829081545
REV-000342,ORD-000722,PROD-073,CUST-0157,4,"Solid product, minor packaging issue.",2024-02-20T01:45:26.622641152
REV-000343,ORD-000724,PROD-042,CUST-0242,5,Exceeded my expectations. Will buy again.,2023-08-02T20:34:43.158157586
REV-000344,ORD-000726,PROD-038,CUST-0159,4,"Good quality, works as described.",2024-03-31T22:55:41.449095110
REV-000345,ORD-000732,PROD-004,CUST-0104,5,Exceeded my expectations. Will buy again.,2023-11-07T19:49:33.848135526
REV-000346,ORD-000733,PROD-018,CUST-0073,4,"Good quality, works as described.",2025-06-18T01:48:24.448711618
REV-000347,ORD-000734,PROD-021,CUST-0250,4,Would recommend to others.,2025-03-01T12:38:29.930424385
REV-000348,ORD-000736,PROD-084,CUST-0185,3,Decent product but room for improvement.,2023-07-24T19:24:42.424277610
REV-000349,ORD-000738,PROD-064,CUST-0298,3,Meets basic expectations.,2024-06-11T13:22:13.026543644
REV-000350,ORD-000739,PROD-075,CUST-0088,4,Great value for money.,2025-01-12T17:37:11.169428869
REV-000351,ORD-000741,PROD-031,CUST-0254,5,Exceeded my expectations. Will buy again.,2023-03-18T14:25:54.027417268
REV-000352,ORD-000743,PROD-036,CUST-0136,3,Mixed feelings — pros and cons.,2025-03-31T20:41:45.353843902
REV-000353,ORD-000745,PROD-086,CUST-0068,5,Exceeded my expectations. Will buy again.,2023-10-28T19:12:18.696443221
REV-000354,ORD-000746,PROD-067,CUST-0274,5,Excellent product! Highly recommend.,2023-12-26T23:03:39.572207060
REV-000355,ORD-000749,PROD-029,CUST-0141,4,Would recommend to others.,2023-10-22T20:27:30.192456849
REV-000356,ORD-000750,PROD-010,CUST-0086,4,"Good quality, works as described.",2024-01-06T04:10:07.661537345
